entry	end	size	name	prototype
002d3668	002d371f	184	sceClose	undefined sceClose()
002d3720	002d37ff	224	sceLseek	undefined sceLseek()
002d3800	002d388f	144	fs_read_intr	undefined fs_read_intr()
002d3890	002d39bf	304	sceRead	undefined sceRead()
002d39c0	002d3b3b	380	sceWrite	undefined sceWrite()
002d3b40	002d3bd7	152	sceIoctl	undefined sceIoctl()
002d3bd8	002d3c67	144	sceSifInitIopHeap	undefined sceSifInitIopHeap()
002d3c68	002d3cd7	112	sceSifAllocIopHeap	undefined sceSifAllocIopHeap()
002d3cd8	002d3d4f	120	sceSifFreeIopHeap	undefined sceSifFreeIopHeap()
002d3d50	002d3e2f	224	sceSifLoadIopHeap	undefined sceSifLoadIopHeap()
002d3e30	002d3ed3	164	_lf_bind	undefined _lf_bind()
002d3ed8	002d3eeb	20	sceSifLoadFileReset	undefined sceSifLoadFileReset()
002d3ef0	002d40cb	476	_sceSifLoadModule	undefined _sceSifLoadModule()
002d40d0	002d40eb	28	sceSifLoadModule	undefined sceSifLoadModule()
002d40f0	002d41df	240	_sceSifLoadElfPart	undefined _sceSifLoadElfPart()
002d41e0	002d41fb	28	sceSifLoadElfPart	undefined sceSifLoadElfPart()
002d4200	002d4227	40	sceSifLoadElf	undefined sceSifLoadElf()
002d4228	002d4313	236	sceSifGetIopAddr	undefined sceSifGetIopAddr()
002d4318	002d43f7	224	sceSifSetIopAddr	undefined sceSifSetIopAddr()
002d43f8	002d4523	300	sceSifResetIop	undefined sceSifResetIop()
002d4528	002d454f	40	sceSifIsAliveIop	undefined sceSifIsAliveIop()
002d4550	002d4597	72	sceSifSyncIop	undefined sceSifSyncIop()
002d4598	002d468f	248	sceSifRebootIop	undefined sceSifRebootIop()
002d4690	002d472f	160	iWakeupThread	undefined iWakeupThread()
002d4730	002d4773	68	sceDeci2Open	undefined sceDeci2Open()
002d4778	002d479b	36	sceDeci2Close	undefined sceDeci2Close()
002d47a0	002d47cf	48	sceDeci2ReqSend	undefined sceDeci2ReqSend()
002d47d0	002d47f3	36	sceDeci2Poll	undefined sceDeci2Poll()
002d47f8	002d482b	52	sceDeci2ExRecv	undefined sceDeci2ExRecv()
002d4830	002d4863	52	sceDeci2ExSend	undefined sceDeci2ExSend()
002d4868	002d4897	48	sceDeci2ExReqSend	undefined sceDeci2ExReqSend()
002d4898	002d48bb	36	sceDeci2ExLock	undefined sceDeci2ExLock()
002d48c0	002d48e3	36	sceDeci2ExUnLock	undefined sceDeci2ExUnLock()
002d48e8	002d490b	36	kputs	undefined kputs()
002d4910	002d4993	132	_send_to_iop	undefined _send_to_iop()
002d4998	002d4aa7	264	scePadInit	undefined scePadInit()
002d4aa8	002d4b3f	152	scePadInit2	undefined scePadInit2()
002d4b40	002d4bbf	128	scePadEnd	undefined scePadEnd()
002d4bc0	002d4d13	340	scePadPortOpen	undefined scePadPortOpen()
002d4d18	002d4d8b	116	scePadPortClose	undefined scePadPortClose()
002d4d90	002d4def	96	scePadGetDmaStr	undefined scePadGetDmaStr()
002d4df0	002d4e0f	32	scePadGetFrameCount	undefined scePadGetFrameCount()
002d4e10	002d4e9b	140	scePadRead	undefined scePadRead()
002d4ea0	002d4f57	184	scePadGetState	undefined scePadGetState()
002d4f58	002d4f8b	52	scePadStateIntToStr	undefined scePadStateIntToStr()
002d4f90	002d5003	116	scePadSetReqState	undefined scePadSetReqState()
002d5008	002d506b	100	scePadGetReqState	undefined scePadGetReqState()
002d5070	002d50a3	52	scePadReqIntToStr	undefined scePadReqIntToStr()
002d50a8	002d5197	240	scePadInfoAct	undefined scePadInfoAct()
002d5198	002d527b	228	scePadInfoComb	undefined scePadInfoComb()
002d5280	002d5387	264	scePadInfoMode	undefined scePadInfoMode()
002d5388	002d5437	176	scePadSetMainMode	undefined scePadSetMainMode()
002d5438	002d54cb	148	scePadSetActDirect	undefined scePadSetActDirect()
002d54d0	002d559f	208	scePadSetActAlign	undefined scePadSetActAlign()
002d55a0	002d560b	108	scePadGetButtonMask	undefined scePadGetButtonMask()
002d5610	002d56bb	172	scePadSetButtonInfo	undefined scePadSetButtonInfo()
002d56c0	002d56eb	44	scePadInfoPressMode	undefined scePadInfoPressMode()
002d56f0	002d570b	28	scePadEnterPressMode	undefined scePadEnterPressMode()
002d5710	002d572b	28	scePadExitPressMode	undefined scePadExitPressMode()
002d5730	002d57f7	200	scePadSetVrefParam	undefined scePadSetVrefParam()
002d57f8	002d585b	100	scePadGetPortMax	undefined scePadGetPortMax()
002d5860	002d58c7	104	scePadGetSlotMax	undefined scePadGetSlotMax()
002d58c8	002d5933	108	scePadGetConnection	undefined scePadGetConnection()
002d5938	002d599b	100	scePadGetModVersion	undefined scePadGetModVersion()
002d59a0	002d59d7	56	DPRINT	undefined DPRINT()
002d59d8	002d5c33	588	sceMtapInit	undefined sceMtapInit()
002d5c38	002d5ca3	108	sceMtapPortOpen	undefined sceMtapPortOpen()
002d5ca8	002d5d13	108	sceMtapPortClose	undefined sceMtapPortClose()
002d5d18	002d5d83	108	sceMtapGetConnection	undefined sceMtapGetConnection()
002d5d88	002d5df3	108	sceMtapGetSlotNumber	undefined sceMtapGetSlotNumber()
002d5df8	002d5e67	112	sceMtapChangeSlot	undefined sceMtapChangeSlot()
002d5e68	002d5e93	44	sceVu0ApplyMatrix	undefined sceVu0ApplyMatrix()
002d5e98	002d5edb	68	sceVu0MulMatrix	undefined sceVu0MulMatrix()
002d5ee0	002d5efb	28	sceVu0OuterProduct	undefined sceVu0OuterProduct()
002d5f00	002d5f23	36	sceVu0InnerProduct	undefined sceVu0InnerProduct()
002d5f28	002d5f5b	52	sceVu0Normalize	undefined sceVu0Normalize()
002d5f60	002d5fa3	68	sceVu0TransposeMatrix	undefined sceVu0TransposeMatrix()
002d5fa8	002d6013	108	sceVu0InversMatrix	undefined sceVu0InversMatrix()
002d6018	002d6037	32	sceVu0DivVector	undefined sceVu0DivVector()
002d6038	002d6057	32	sceVu0DivVectorXYZ	undefined sceVu0DivVectorXYZ()
002d6058	002d607f	40	sceVu0InterVector	undefined sceVu0InterVector()
002d6080	002d6093	20	sceVu0AddVector	undefined sceVu0AddVector()
002d6098	002d60ab	20	sceVu0SubVector	undefined sceVu0SubVector()
002d60b0	002d60c3	20	sceVu0MulVector	undefined sceVu0MulVector()
002d60c8	002d60df	24	sceVu0ScaleVector	undefined sceVu0ScaleVector()
002d60e0	002d610b	44	sceVu0TransMatrix	undefined sceVu0TransMatrix()
002d6110	002d611b	12	sceVu0CopyVector	undefined sceVu0CopyVector()
002d6120	002d6143	36	sceVu0CopyMatrix	undefined sceVu0CopyMatrix()
002d6148	002d6157	16	sceVu0FTOI4Vector	undefined sceVu0FTOI4Vector()
002d6158	002d6167	16	sceVu0FTOI0Vector	undefined sceVu0FTOI0Vector()
002d6168	002d6177	16	sceVu0ITOF4Vector	undefined sceVu0ITOF4Vector()
002d6178	002d6187	16	sceVu0ITOF0Vector	undefined sceVu0ITOF0Vector()
002d6188	002d61af	40	sceVu0UnitMatrix	undefined sceVu0UnitMatrix()
002d61b0	002d6223	116	_sceVu0ecossin	undefined _sceVu0ecossin()
002d6228	002d62cb	164	sceVu0RotMatrixZ	undefined sceVu0RotMatrixZ()
002d62d0	002d6377	168	sceVu0RotMatrixX	undefined sceVu0RotMatrixX()
002d6378	002d641f	168	sceVu0RotMatrixY	undefined sceVu0RotMatrixY()
002d6420	002d646f	80	sceVu0RotMatrix	undefined sceVu0RotMatrix()
002d6470	002d6493	36	sceVu0ClampVector	undefined sceVu0ClampVector()
002d6498	002d6547	176	sceVu0CameraMatrix	undefined sceVu0CameraMatrix()
002d6548	002d6607	192	sceVu0NormalLightMatrix	undefined sceVu0NormalLightMatrix()
002d6608	002d666f	104	sceVu0LightColorMatrix	undefined sceVu0LightColorMatrix()
002d6670	002d6773	260	sceVu0ViewScreenMatrix	undefined sceVu0ViewScreenMatrix()
002d6778	002d6907	400	sceVu0DropShadowMatrix	undefined sceVu0DropShadowMatrix()
002d6908	002d695f	88	sceVu0RotTransPersN	undefined sceVu0RotTransPersN()
002d6960	002d69a3	68	sceVu0RotTransPers	undefined sceVu0RotTransPers()
002d69a8	002d69c3	28	sceVu0CopyVectorXYZ	undefined sceVu0CopyVectorXYZ()
002d69c8	002d69f3	44	sceVu0InterVectorXYZ	undefined sceVu0InterVectorXYZ()
002d69f8	002d6a0f	24	sceVu0ScaleVectorXYZ	undefined sceVu0ScaleVectorXYZ()
002d6a10	002d6a57	72	sceVu0ClipScreen	undefined sceVu0ClipScreen()
002d6a58	002d6ab7	96	sceVu0ClipScreen3	undefined sceVu0ClipScreen3()
002d6ab8	002d6b43	140	sceVu0ClipAll	undefined sceVu0ClipAll()
002d6b48	002d6ba3	92	sceVpu0Reset	undefined sceVpu0Reset()
002d6ba8	002d6fb3	1036	atan	double atan(double x)
002d6fb8	002d6feb	52	fabs	double fabs(double x)
002d6ff0	002d71c7	468	floor	double floor(double x)
002d71c8	002d72af	232	cosf	float cosf(float x)
002d72b0	002d7393	228	floorf	float floorf(float x)
002d7398	002d7487	240	sinf	float sinf(float x)
002d7488	002d750f	136	tanf	float tanf(float x)
002d7510	002d7627	280	atan2	double atan2(double y, double x)
002d7628	002d7a57	1072	pow	double pow(double x, double y)
002d7a58	002d7b63	268	sqrt	double sqrt(double x)
002d7b68	002d7c63	252	acosf	float acosf(float x)
002d7c68	002d7d63	252	asinf	float asinf(float x)
002d7d68	002d7e8f	296	atan2f	float atan2f(float y, float x)
002d7e90	002d8397	1288	powf	float powf(float x, float y)
002d8398	002d84ab	276	sqrtf	float sqrtf(float x)
002d84b0	002d87e3	820	__ieee754_atan2	double __ieee754_atan2(double y, double x)
002d87e8	002d950f	3364	__ieee754_pow	double __ieee754_pow(double x, double y)
002d9510	002d9813	772	__ieee754_sqrt	double __ieee754_sqrt(double x)
002d9818	002d9c47	1068	__ieee754_acosf	float __ieee754_acosf(float x)
002d9c48	002d9fe3	924	__ieee754_asinf	float __ieee754_asinf(float x)
002d9fe8	002da2cf	744	__ieee754_atan2f	float __ieee754_atan2f(float y, float x)
002da2d0	002dab5b	2176	__ieee754_powf	float __ieee754_powf(float x, float y)
002dab60	002daf3f	988	__ieee754_rem_pio2f	__int32_t __ieee754_rem_pio2f(float x, float * y)
002daf40	002db077	308	__ieee754_sqrtf	float __ieee754_sqrtf(float x)
002db078	002db1cf	340	__kernel_cosf	float __kernel_cosf(float x, float y)
002db1d0	002dbb1b	2380	__kernel_rem_pio2f	int __kernel_rem_pio2f(float * x, float * y, int e0, int nx, int prec, __int32_t * ipio2)
002dbb20	002dbc23	260	__kernel_sinf	float __kernel_sinf(float x, float y, int iy)
002dbc28	002dbebb	656	__kernel_tanf	float __kernel_tanf(float x, float y, int iy)
002dbec0	002dbedf	32	finite	int finite(double x)
002dbee0	002dbf17	56	isnan	int isnan(double x)
002dbf18	002dbf3b	36	matherr	int matherr(exception * x)
002dbf40	002dc13b	508	rint	double rint(double x)
002dc140	002dc2f3	432	scalbn	double scalbn(double x, int n)
002dc2f8	002dc59f	676	atanf	float atanf(float x)
002dc5a0	002dc5bb	28	fabsf	float fabsf(float x)
002dc5c0	002dc5e3	36	finitef	int finitef(float x)
002dc5e8	002dc60b	36	isnanf	int isnanf(float x)
002dc610	002dc76f	344	scalbnf	float scalbnf(float x, int n)
002dc770	002dc7b3	68	copysign	double copysign(double x, double y)
002dc7b8	002dc7e7	48	copysignf	float copysignf(float x, float y)
002dc7e8	002dc93f	340	sceMcInit	undefined sceMcInit()
002dc940	002dc963	36	_lmcGetClientPtr	undefined _lmcGetClientPtr()
002dc968	002dca4b	228	sceMcOpen	undefined sceMcOpen()
002dca50	002dca83	52	sceMcMkdir	undefined sceMcMkdir()
002dca88	002dcb13	140	sceMcClose	undefined sceMcClose()
002dcb18	002dcba7	144	sceMcSeek	undefined sceMcSeek()
002dcba8	002dcc37	144	mceIntrReadFixAlign	undefined mceIntrReadFixAlign()
002dcc38	002dcd0f	216	sceMcRead	undefined sceMcRead()
002dcd10	002dce43	308	sceMcWrite	undefined sceMcWrite()
002dce48	002dcf37	240	sceMcSync	undefined sceMcSync()
002dcf38	002dcf8b	84	mceGetInfoApdx	undefined mceGetInfoApdx()
002dcf90	002dd0d3	324	sceMcGetInfo	undefined sceMcGetInfo()
002dd0d8	002dd1bf	232	sceMcGetDir	undefined sceMcGetDir()
002dd1c0	002dd247	136	mceStorePwd	undefined mceStorePwd()
002dd248	002dd32f	232	sceMcChdir	undefined sceMcChdir()
002dd330	002dd3bf	144	sceMcFormat	undefined sceMcFormat()
002dd3c0	002dd497	216	sceMcDelete	undefined sceMcDelete()
002dd498	002dd523	140	sceMcFlush	undefined sceMcFlush()
002dd528	002dd67b	340	sceMcSetFileInfo	undefined sceMcSetFileInfo()
002dd680	002dd77b	252	sceMcRename	undefined sceMcRename()
002dd780	002dd80f	144	sceMcUnformat	undefined sceMcUnformat()
002dd810	002dd8c7	184	sceMcGetEntSpace	undefined sceMcGetEntSpace()
002dd8c8	002dd98b	196	sceSdRemoteInit	undefined sceSdRemoteInit()
002dd990	002dd9ff	112	sceSdTransToIOP	undefined sceSdTransToIOP()
002dda00	002dda0b	12	sceSdCallBack	undefined sceSdCallBack()
002dda10	002ddc1f	528	sceSdRemote	undefined sceSdRemote()
002ddc20	002ddcf3	212	sceSdRemoteCallbackInit	undefined sceSdRemoteCallbackInit()
002ddcf8	002ddd5b	100	_sdrCBThread	undefined _sdrCBThread()
002ddd60	002dde3f	224	_sdrCB	undefined _sdrCB()
002dde40	002dde7b	60	sceCdCallback	undefined sceCdCallback()
002dde80	002ddf33	180	cd_callback	undefined cd_callback()
002ddf38	002de00b	212	_Cdvd_cbLoop	undefined _Cdvd_cbLoop()
002de010	002de0e3	212	sceCdInitEeCB	undefined sceCdInitEeCB()
002de0e8	002de17f	152	cd_read_intr	undefined cd_read_intr()
002de180	002de207	136	cmd_sem_init	undefined cmd_sem_init()
002de208	002de263	92	cdvd_exit	undefined cdvd_exit()
002de268	002de32f	200	sceCdIntToPos	undefined sceCdIntToPos()
002de330	002de38f	96	sceCdPosToInt	undefined sceCdPosToInt()
002de390	002de4ef	348	PowerOffCB	undefined PowerOffCB()
002de4f0	002de7db	744	sceCdSearchFile	undefined sceCdSearchFile()
002de7e0	002de95b	376	ncmd_prechk	undefined ncmd_prechk()
002de960	002de9f7	152	sceCdNcmdDiskReady	undefined sceCdNcmdDiskReady()
002de9f8	002dea27	48	sceCdGetReadPos	undefined sceCdGetReadPos()
002dea28	002decff	728	sceCdReadChain	undefined sceCdReadChain()
002ded00	002deecf	464	sceCdRead	undefined sceCdRead()
002deed0	002df017	328	sceCdReadIOPm	undefined sceCdReadIOPm()
002df018	002df287	624	sceCdGetToc	undefined sceCdGetToc()
002df288	002df36b	228	sceCdSeek	undefined sceCdSeek()
002df370	002df42f	192	sceCdStandby	undefined sceCdStandby()
002df430	002df4f3	196	sceCdStop	undefined sceCdStop()
002df4f8	002df5b7	192	sceCdPause	undefined sceCdPause()
002df5b8	002df65f	168	sceCdSync	undefined sceCdSync()
002df660	002df6c3	100	sceCdSyncS	undefined sceCdSyncS()
002df6c8	002df843	376	scmd_prechk	undefined scmd_prechk()
002df848	002dfae7	672	sceCdInit	undefined sceCdInit()
002dfae8	002dfcdb	500	sceCdDiskReady	undefined sceCdDiskReady()
002dfce0	002dfd93	180	sceCdBreak	undefined sceCdBreak()
002dfd98	002dfe2f	152	sceCdGetDiskType	undefined sceCdGetDiskType()
002dfe30	002dfee7	184	sceCdStatus	undefined sceCdStatus()
002dfee8	002dff7f	152	sceCdGetError	undefined sceCdGetError()
002dff80	002e0057	216	_sceCdRI	undefined _sceCdRI()
002e0058	002e013f	232	_sceCdRM	undefined _sceCdRM()
002e0140	002e01fb	188	sceCdMmode	undefined sceCdMmode()
002e0200	002e02f7	248	sceCdReadClock	undefined sceCdReadClock()
002e02f8	002e03db	228	sceCdTrayReq	undefined sceCdTrayReq()
002e03e0	002e040b	44	sceCdStInit	undefined sceCdStInit()
002e0410	002e0443	52	sceCdStStart	undefined sceCdStStart()
002e0448	002e0473	44	sceCdStSeek	undefined sceCdStSeek()
002e0478	002e04af	56	sceCdStStop	undefined sceCdStStop()
002e04b0	002e0627	376	sceCdStRead	undefined sceCdStRead()
002e0628	002e0677	80	sceCdStPause	undefined sceCdStPause()
002e0678	002e06cb	84	sceCdStResume	undefined sceCdStResume()
002e06d0	002e0717	72	sceCdStStat	undefined sceCdStStat()
002e0718	002e0877	352	sceCdStream	undefined sceCdStream()
002e0878	002e0913	156	GetRomName	undefined GetRomName()
002e0918	002e0957	64	IsT10K	undefined IsT10K()
002e0958	002e09b7	96	sceScfGetLanguage	undefined sceScfGetLanguage()
002e09b8	002e09d3	28	sceScfSetT10kConfig	undefined sceScfSetT10kConfig()
002e09d8	002e0a17	64	sceScfGetAspect	undefined sceScfGetAspect()
002e0a18	002e0a53	60	sceScfGetSpdif	undefined sceScfGetSpdif()
002e0a58	002e0abb	100	sceScfGetTimeZone	undefined sceScfGetTimeZone()
002e0ac0	002e0b3b	124	sceScfGetDateNotation	undefined sceScfGetDateNotation()
002e0b40	002e0bbf	128	sceScfGetSummerTime	undefined sceScfGetSummerTime()
002e0bc0	002e0c3f	128	sceScfGetTimeNotation	undefined sceScfGetTimeNotation()
002e0c40	002e0ca3	100	tobcd	undefined tobcd()
002e0ca8	002e0cff	88	frombcd	undefined frombcd()
002e0d00	002e0d83	132	convertfrombcd	undefined convertfrombcd()
002e0d88	002e0e0b	132	converttobcd	undefined converttobcd()
002e0e10	002e0ef3	228	adddate	undefined adddate()
002e0ef8	002e0fcb	212	subdate	undefined subdate()
002e0fd0	002e103b	108	addhour	undefined addhour()
002e1040	002e10a7	104	subhour	undefined subhour()
002e10a8	002e1173	200	AdjustTime	undefined AdjustTime()
002e1178	002e11bb	68	sceScfGetGMTfromRTC	undefined sceScfGetGMTfromRTC()
002e11c0	002e1227	104	sceScfGetLocalTimefromRTC	undefined sceScfGetLocalTimefromRTC()
002e1228	002e127b	84	__do_global_dtors	void __do_global_dtors(void)
002e1280	002e132f	176	__do_global_ctors	void __do_global_ctors(void)
002e1330	002e134f	32	__main	void __main(void)
002e1350	002e1a3b	1772	__divdi3	DItype __divdi3(DItype u, DItype v)
002e1a40	002e1a6f	48	exit	void exit(int status)
002e1a70	002e1b5b	236	__fixunsdfdi	DItype __fixunsdfdi(DFtype a)
002e1b60	002e1bf7	152	__floatdidf	DFtype __floatdidf(DItype u)
002e1bf8	002e225f	1628	__moddi3	DItype __moddi3(DItype u, DItype v)
002e2260	002e282f	1484	__udivdi3	UDItype __udivdi3(UDItype n, UDItype d)
002e2830	002e2d6f	1332	__umoddi3	UDItype __umoddi3(UDItype u, UDItype v)
002e2d70	002e2e9b	300	__pack_d	FLO_type __pack_d(fp_number_type__221_34 * src)
002e2ea0	002e2f3b	152	__unpack_d	void __unpack_d(FLO_union_type__221_38 * src, fp_number_type__221_34 * dst)
002e2f40	002e317f	576	_fpadd_parts	fp_number_type__221_34 * _fpadd_parts(fp_number_type__221_34 * a, fp_number_type__221_34 * b, fp_number_type__221_34 * tmp)
002e3180	002e31d7	88	dpadd	FLO_type dpadd(FLO_type arg_a, FLO_type arg_b)
002e31d8	002e323b	100	dpsub	FLO_type dpsub(FLO_type arg_a, FLO_type arg_b)
002e3240	002e34e7	680	dpmul	FLO_type dpmul(FLO_type arg_a, FLO_type arg_b)
002e34e8	002e364f	356	dpdiv	FLO_type dpdiv(FLO_type arg_a, FLO_type arg_b)
002e3650	002e3763	276	__fpcmp_parts_d	int __fpcmp_parts_d(fp_number_type__221_34 * a, fp_number_type__221_34 * b)
002e3768	002e37b3	76	dpcmp	SItype dpcmp(FLO_type arg_a, FLO_type arg_b)
002e37b8	002e386f	184	litodp	FLO_type litodp(SItype arg_a)
002e3870	002e3903	148	dptoli	SItype dptoli(FLO_type arg_a)
002e3908	002e39a7	160	dptoul	USItype dptoul(FLO_type arg_a)
002e39a8	002e39df	56	__negdf2	FLO_type __negdf2(FLO_type arg_a)
002e39e0	002e3a0b	44	__make_dp	DFtype __make_dp(fp_class_type class, unsigned int sign, int exp, UDItype frac)
002e3a10	002e3a63	84	dptofp	SFtype dptofp(DFtype arg_a)
002e3a68	002e3b73	268	__pack_f	FLO_type.conflict __pack_f(fp_number_type__222_34 * src)
002e3b78	002e3c07	144	__unpack_f	void __unpack_f(FLO_union_type__222_38 * src, fp_number_type__222_34 * dst)
002e3c08	002e3e3b	564	_fpadd_parts	fp_number_type__222_34 * _fpadd_parts(fp_number_type__222_34 * a, fp_number_type__222_34 * b, fp_number_type__222_34 * tmp)
002e3e40	002e3e97	88	fpadd	FLO_type.conflict fpadd(FLO_type.conflict arg_a, FLO_type.conflict arg_b)
002e3e98	002e3efb	100	fpsub	FLO_type.conflict fpsub(FLO_type.conflict arg_a, FLO_type.conflict arg_b)
002e3f00	002e40f3	500	fpmul	FLO_type.conflict fpmul(FLO_type.conflict arg_a, FLO_type.conflict arg_b)
002e40f8	002e4257	352	fpdiv	FLO_type.conflict fpdiv(FLO_type.conflict arg_a, FLO_type.conflict arg_b)
002e4258	002e436b	276	__fpcmp_parts_f	int __fpcmp_parts_f(fp_number_type__222_34 * a, fp_number_type__222_34 * b)
002e4370	002e43bb	76	fpcmp	SItype fpcmp(FLO_type.conflict arg_a, FLO_type.conflict arg_b)
002e43c0	002e4477	184	sitofp	FLO_type.conflict sitofp(SItype arg_a)
002e4478	002e4503	140	fptosi	SItype fptosi(FLO_type.conflict arg_a)
002e4508	002e459f	152	fptoui	USItype fptoui(FLO_type.conflict arg_a)
002e45a0	002e45d7	56	__negsf2	FLO_type.conflict __negsf2(FLO_type.conflict arg_a)
002e45d8	002e4603	44	__make_fp	SFtype __make_fp(fp_class_type class, unsigned int sign, int exp, USItype frac)
002e4608	002e4647	64	fptodp	DFtype fptodp(SFtype arg_a)
002e4648	002e46a7	96	__muldi3	DItype __muldi3(DItype u, DItype v)
002e46a8	002e46db	52	__assert	void __assert(char * file, int line, char * failedexpr)
002e46e0	002e4707	40	atoi	int atoi(char * s)
002e4708	002e4717	16	bcopy	void bcopy(char * b1, char * b2, size_t length)
002e4718	002e4723	12	__errno	int * __errno(void)
002e4728	002e477f	88	std	void std(FILE * ptr, int flags, int file, _reent * data)
002e4780	002e47ef	112	__sfmoreglue	_glue * __sfmoreglue(_reent * d, int n)
002e47f0	002e48cf	224	__sfp	FILE * __sfp(_reent * d)
002e48d0	002e48db	12	_cleanup_r	void _cleanup_r(_reent * ptr)
002e48e0	002e48eb	12	_cleanup	void _cleanup(EVP_PKEY_CTX * ctx)
002e48f0	002e497b	140	__sinit	void __sinit(_reent * s)
002e4980	002e49b3	52	fiprintf	int fiprintf(FILE * fp, char * fmt)
002e49b8	002e4a4b	148	_fwalk	int _fwalk(_reent * ptr, undefined1 * function)
002e4a50	002e4a77	40	malloc	void * malloc(size_t nbytes)
002e4a78	002e4a87	16	free	void free(void * aptr)
002e4a88	002e4cdb	596	malloc_extend_top	void malloc_extend_top(_reent * reent_ptr, size_t nb)
002e4ce0	002e5457	1912	_malloc_r	void * _malloc_r(_reent * reent_ptr, size_t bytes)
002e5458	002e5507	176	memcpy	void * memcpy(void * __dest, void * __src, size_t __n)
002e5508	002e560b	260	memmove	void * memmove(void * __dest, void * __src, size_t __n)
002e560c	002e56cb	192	memset	void * memset(void * __s, int __c, size_t __n)
002e56d0	002e56d7	8	__malloc_lock	void __malloc_lock(_reent * ptr)
002e56d8	002e56df	8	__malloc_unlock	void __malloc_unlock(_reent * ptr)
002e56e0	002e571b	60	_printf_r	int _printf_r(_reent * ptr, char * fmt)
002e5720	002e576f	80	printf	int printf(char * fmt)
002e5770	002e57cb	92	_sbrk_r	void * _sbrk_r(_reent * ptr, size_t incr)
002e57d0	002e5837	104	_sprintf_r	int _sprintf_r(_reent * ptr, char * str, char * fmt)
002e5838	002e58a7	112	sprintf	int sprintf(char * str, char * fmt)
002e58a8	002e58af	8	eofread	int eofread(void * cookie, char * buf, int len)
002e58b0	002e5937	136	sscanf	int sscanf(char * str, char * fmt)
002e5938	002e599b	100	__sread	int __sread(void * cookie, char * buf, int n)
002e59a0	002e5a1f	128	__swrite	int __swrite(void * cookie, char * buf, int n)
002e5a20	002e5a87	104	__sseek	fpos_t __sseek(void * cookie, fpos_t offset, int whence)
002e5a88	002e5aa7	32	__sclose	int __sclose(void * cookie)
002e5aa8	002e5b5b	180	strcasecmp	int strcasecmp(char * s1, char * s2)
002e5b5c	002e5c87	300	strcat	char * strcat(char * __dest, char * __src)
002e5c88	002e5e17	400	strchr	char * strchr(char * __s, int __c)
002e5e18	002e5f5b	324	strcmp	int strcmp(char * __s1, char * __s2)
002e5f5c	002e606f	276	strcpy	char * strcpy(char * __dest, char * __src)
002e6070	002e61a7	312	strlen	size_t strlen(char * __s)
002e61a8	002e635f	436	strncmp	int strncmp(char * __s1, char * __s2, size_t __n)
002e6360	002e651b	444	strncpy	char * strncpy(char * __dest, char * __src, size_t __n)
002e6520	002e6757	568	_strtol_r	long int _strtol_r(_reent * rptr, char * nptr, char * * endptr, int base)
002e6758	002e678b	52	strtol	long int strtol(char * s, char * * ptr, int base)
002e6790	002e67d3	68	__sprint	int __sprint(FILE * fp, __suio * uio)
002e67d8	002e688b	180	__sbprintf	int __sbprintf(FILE * fp, char * fmt, va_list ap)
002e6890	002e6907	120	vfiprintf	int vfiprintf(FILE * fp, char * fmt0, va_list ap)
002e6908	002e74d3	3012	_vfiprintf_r	int _vfiprintf_r(_reent * data, FILE * fp, char * fmt0, va_list ap)
002e74d8	002e751b	68	__sprint	int __sprint(FILE * fp, __suio * uio)
002e7520	002e75d3	180	__sbprintf	int __sbprintf(FILE * fp, char * fmt, va_list ap)
002e75d8	002e764f	120	vfprintf	int vfprintf(FILE * fp, char * fmt0, va_list ap)
002e7650	002e8b67	5400	_vfprintf_r	int _vfprintf_r(_reent * data, FILE * fp, char * fmt0, va_list ap)
002e8b68	002e8d17	432	cvt	char * cvt(_reent * data, double value, int ndigits, int flags, char * sign, int * decpt, int ch, int * length)
002e8d18	002e8df7	224	exponent	int exponent(char * p0, int exp, int fmtch)
002e8df8	002e98ff	2824	__svfscanf	int __svfscanf(FILE * fp, char * fmt0, va_list ap)
002e9900	002e9a03	260	__sccl	char * __sccl(char * tab, char * fmt)
002e9a08	002e9a5b	84	vsprintf	int vsprintf(char * str, char * fmt, va_list ap)
002e9a60	002e9abf	96	_write_r	_ssize_t _write_r(_reent * ptr, int fd, void * buf, size_t cnt)
002e9ac0	002e9bcb	268	__swsetup	int __swsetup(FILE * fp)
002e9bd0	002e9be7	24	abort	void abort(void)
002e9bf0	002e9c0b	28	atof	double atof(char * s)
002e9c10	002e9c67	88	_close_r	int _close_r(_reent * ptr, int fd)
002e9c68	002e9e7b	532	quorem	int quorem(_Bigint * b, _Bigint * S)
002e9e80	002eb04b	4536	_dtoa_r	char * _dtoa_r(_reent * ptr, double _d, int mode, int ndigits, int * decpt, int * sign, char * * rve)
002eb050	002eb153	260	fflush	int fflush(FILE * fp)
002eb158	002eb273	284	fread	size_t fread(void * buf, size_t size, size_t count, FILE * fp)
002eb278	002eb593	796	_free_r	void _free_r(_reent * reent_ptr, void * mem)
002eb598	002eb703	364	_malloc_trim_r	int _malloc_trim_r(_reent * reent_ptr, size_t pad)
002eb708	002ebadf	984	__sfvwrite	int __sfvwrite(FILE * fp, __suio * uio)
002ebae0	002ebb63	132	_setlocale_r	char * _setlocale_r(_reent * p, int category, char * locale)
002ebb68	002ebb73	12	_localeconv_r	lconv * _localeconv_r(_reent * data)
002ebb78	002ebba3	44	setlocale	char * setlocale(int category, char * locale)
