entry	end	size	name	prototype
00200008	002000ab	164	ENTRYPOINT	undefined ENTRYPOINT()
002000b0	002000b7	8	_exit	void _exit(int __status)
002000b8	002000bf	8	_root	undefined _root()
002000c0	0020013b	124	bossCheckParm	undefined bossCheckParm()
00200140	0020017f	64	bossIsNextParm	undefined bossIsNextParm()
00200180	002001c3	68	bossGetNextParm	undefined bossGetNextParm()
002001c8	0020025f	152	bossMakeAll	undefined bossMakeAll()
00200260	002002ff	160	sjeGsSetDefDBuff	undefined sjeGsSetDefDBuff()
00200300	0020032b	44	sjeGsSetHalfOffset	undefined sjeGsSetHalfOffset()
00200330	0020033f	16	sjeGsSwapDBuff	undefined sjeGsSwapDBuff()
00200340	00200607	712	bossMake	undefined bossMake()
00200608	00200627	32	bossDmaFromSpr	undefined bossDmaFromSpr()
00200628	0020062f	8	bossTurtleCpu	undefined bossTurtleCpu()
00200630	00200637	8	bossTurtleGs	undefined bossTurtleGs()
00200638	00200c3b	1540	bossMainLoop	undefined bossMainLoop()
00200c40	00200c47	8	bossScreenDump	undefined bossScreenDump()
00200c48	00200f0b	708	cpuMain	undefined cpuMain()
00200f10	00200f1b	12	lockupalarm	undefined lockupalarm()
00200f20	00201193	628	gsMain	undefined gsMain()
00201198	0020132b	404	vblIntHandler	undefined vblIntHandler()
00201330	00201367	56	gsIntHandler	undefined gsIntHandler()
00201368	002013af	72	checkstring	undefined checkstring()
002013b0	0020187f	1232	main	undefined main()
00201880	00201a5b	476	clearvram	undefined clearvram()
00201a60	00201abb	92	memMark	undefined memMark()
00201ac0	00201b33	116	memCheck	undefined memCheck()
00201b38	00201ba3	108	memMake	undefined memMake()
00201ba8	00201baf	8	memRestart	undefined memRestart()
00201bb0	00201c0f	96	memReset	undefined memReset()
00201c10	00201c33	36	memEnd	undefined memEnd()
00201c38	00201d33	252	memAlloc	undefined memAlloc()
00201d38	00201dcf	152	memAllocAlign64	undefined memAllocAlign64()
00201dd0	00201e4b	124	memFree	undefined memFree()
00201e50	00201e6f	32	memLocalFree	undefined memLocalFree()
00201e70	00201e7f	16	memGetFreeLevel	undefined memGetFreeLevel()
00201e80	00201e8f	16	memGetFreeEter	undefined memGetFreeEter()
00201e90	00201e97	8	memPrintFree	undefined memPrintFree()
00201e98	00201ef3	92	memdbRestart	undefined memdbRestart()
00201ef8	00201f4b	84	memdbReset	undefined memdbReset()
00201f50	00201f73	36	memdbTick	undefined memdbTick()
00201f78	00201f93	28	memdbAlloc	undefined memdbAlloc()
00201f98	00201fa3	12	memdbPrintFree	undefined memdbPrintFree()
00201fa8	0020200b	100	textPreload	undefined textPreload()
00202010	002020ab	156	textRestart	undefined textRestart()
002020b0	00202263	436	textReset	undefined textReset()
00202268	0020226f	8	textEnd	undefined textEnd()
00202270	002022a3	52	textSelect	undefined textSelect()
002022a8	002023af	264	GetXOffset	undefined GetXOffset()
002023b0	002024ef	320	textOutline	undefined textOutline()
002024f0	00202a33	1348	textPrint	undefined textPrint()
00202a38	00202a5f	40	textWidth	undefined textWidth()
00202a60	00202a87	40	textHeight	undefined textHeight()
00202a88	00202d57	720	textSize	undefined textSize()
00202d58	00202d8f	56	replayReset	undefined replayReset()
00202d90	00202feb	604	replayTick	undefined replayTick()
00202ff0	0020302f	64	joyNum	undefined joyNum()
00203030	00203087	88	joyUpdatePorts	undefined joyUpdatePorts()
00203088	00203137	176	joyFixVal	undefined joyFixVal()
00203138	002031a3	108	controllerOpen	undefined controllerOpen()
002031a8	002035a7	1024	controllerTick	undefined controllerTick()
002035a8	0020360b	100	joyMtapTick	undefined joyMtapTick()
00203610	00203623	20	joyMtapGetSlots	undefined joyMtapGetSlots()
00203628	0020365f	56	set_cheat	undefined set_cheat()
00203660	00203683	36	cheat1	undefined cheat1()
00203688	0020368f	8	setcheat1	undefined setcheat1()
00203690	00203697	8	setcheat2	undefined setcheat2()
00203698	0020369f	8	setcheat3	undefined setcheat3()
002036a0	002036a7	8	setcheat4	undefined setcheat4()
002036a8	002036af	8	setcheat5	undefined setcheat5()
002036b0	002037f7	328	cheatTick	undefined cheatTick()
002037f8	0020385b	100	joyTick	undefined joyTick()
00203860	002038e7	136	joyBut	undefined joyBut()
002038e8	00203963	124	joyNewBut	undefined joyNewBut()
00203968	002039e3	124	joyReleaseBut	undefined joyReleaseBut()
002039e8	00203a87	160	joyClearButs	undefined joyClearButs()
00203a88	00203b2f	168	joyClearAll	undefined joyClearAll()
00203b30	00203bb7	136	joySetCentreZone	undefined joySetCentreZone()
00203bb8	00203cbf	264	joyGetAxis	undefined joyGetAxis()
00203cc0	00203d6f	176	joySetShock	undefined joySetShock()
00203d70	00203deb	124	joyGetShockLeft	undefined joyGetShockLeft()
00203df0	00203e6b	124	joyGetShockRight	undefined joyGetShockRight()
00203e70	00203e9f	48	joyNewButLOCAL	undefined joyNewButLOCAL()
00203ea0	00203edb	60	joyButLOCAL	undefined joyButLOCAL()
00203ee0	00203f9f	192	joyGetAxisLOCAL	undefined joyGetAxisLOCAL()
00203fa0	0020405b	188	joyMake	undefined joyMake()
00204060	00204087	40	BuffAddu8	undefined BuffAddu8()
00204088	002040b7	48	BuffAddu16	undefined BuffAddu16()
002040b8	002040e7	48	BuffAddu32	undefined BuffAddu32()
002040e8	00204117	48	BuffAddfloat	undefined BuffAddfloat()
00204118	0020413b	36	BuffRemoveu8	undefined BuffRemoveu8()
00204140	0020416b	44	BuffRemoveu16	undefined BuffRemoveu16()
00204170	0020419b	44	BuffRemoveu32	undefined BuffRemoveu32()
002041a0	002041cb	44	BuffRemovefloat	undefined BuffRemovefloat()
002041d0	002042af	224	PutControllerInBuff	undefined PutControllerInBuff()
002042b0	0020438f	224	GetControllerFromBuff	undefined GetControllerFromBuff()
00204390	002043e3	84	GetControllerNumber	undefined GetControllerNumber()
002043e8	0020445b	116	soundMake	undefined soundMake()
00204460	00204477	24	soundSelectBuffer	undefined soundSelectBuffer()
00204478	0020449b	36	soundResetBuffer	undefined soundResetBuffer()
002044a0	002044bf	32	soundCreateBuffer	undefined soundCreateBuffer()
002044c0	0020464f	400	soundRestart	undefined soundRestart()
00204650	00204743	244	soundReset	undefined soundReset()
00204748	0020474f	8	soundRestartAfter	undefined soundRestartAfter()
00204750	002047c7	120	soundResetAfter	undefined soundResetAfter()
002047c8	002048b3	236	soundPreload	undefined soundPreload()
002048b8	002048f7	64	soundEnd	undefined soundEnd()
002048f8	00204903	12	soundSetChannel	undefined soundSetChannel()
00204908	0020494f	72	soundBatchAdd	undefined soundBatchAdd()
00204950	002049b3	100	soundBatchExec	undefined soundBatchExec()
002049b8	002049bf	8	soundBatchReset	undefined soundBatchReset()
002049c0	00204c73	692	soundCalcVol	undefined soundCalcVol()
00204c78	00204ebb	580	announceTick	undefined announceTick()
00204ec0	002052b3	1012	soundTick	undefined soundTick()
002052b8	0020549b	484	soundLoad	undefined soundLoad()
002054a0	002054bb	28	soundStop	undefined soundStop()
002054c0	00205513	84	soundDelayStop	undefined soundDelayStop()
00205518	0020553b	36	soundStart	undefined soundStart()
00205540	00205593	84	getNextChannel	undefined getNextChannel()
00205598	00205807	624	soundStartRange	undefined soundStartRange()
00205808	002058c3	188	soundDelayStartEx	undefined soundDelayStartEx()
002058c8	002058eb	36	soundStartLoop	undefined soundStartLoop()
002058f0	002059cb	220	soundStartLoopRange	undefined soundStartLoopRange()
002059d0	00205a07	56	soundSetLoopPos	undefined soundSetLoopPos()
00205a08	00205a4f	72	soundAddPreLoad	undefined soundAddPreLoad()
00205a50	00205a9f	80	musicOpen	undefined musicOpen()
00205aa0	00205acf	48	musicClose	undefined musicClose()
00205ad0	00205ad7	8	musicGetState	undefined musicGetState()
00205ad8	00205b1f	72	musicStart	undefined musicStart()
00205b20	00205b5f	64	musicStop	undefined musicStop()
00205b60	00205b67	8	musicPrintState	undefined musicPrintState()
00205b68	00205b8b	36	musicDefinitelyStopped	undefined musicDefinitelyStopped()
00205b90	00205bd3	68	musicStopClose	undefined musicStopClose()
00205bd8	00205bf3	28	musicSetVol	undefined musicSetVol()
00205bf8	00205c37	64	musicSetFrontEndVolume	undefined musicSetFrontEndVolume()
00205c38	00205c77	64	musicMake	undefined musicMake()
00205c78	00205ce3	108	musicRestart	undefined musicRestart()
00205ce8	00205cef	8	musicReset	undefined musicReset()
00205cf0	00205d0b	28	musicEnd	undefined musicEnd()
00205d10	00205d87	120	musicTick	undefined musicTick()
00205d88	00205de3	92	stream_RPCinit	undefined stream_RPCinit()
00205de8	00205e87	160	stream_RPC	undefined stream_RPC()
00205e88	00205f93	268	calcPitches	undefined calcPitches()
00205f98	00205ffb	100	getNote	undefined getNote()
00206000	00206023	36	setcursound	undefined setcursound()
00206028	002062bf	664	sounddataSave	undefined sounddataSave()
002062c0	00206577	696	menutick	undefined menutick()
00206578	002067cb	596	pagedrawbg	undefined pagedrawbg()
002067d0	00206803	52	soundselect_pageDraw	undefined soundselect_pageDraw()
00206808	00206b07	768	soundselect_pageTick	undefined soundselect_pageTick()
00206b08	00206b67	96	message_pageDraw	undefined message_pageDraw()
00206b68	00206b8b	36	defaultmessagetick	undefined defaultmessagetick()
00206b90	00206be7	88	message_pageTick	undefined message_pageTick()
00206be8	00206d17	304	startMessage	undefined startMessage()
00206d18	00206e57	320	envelope_draw	undefined envelope_draw()
00206e58	00206ffb	420	adsrvalue_draw	undefined adsrvalue_draw()
00207000	002073bb	956	main_pageDraw	undefined main_pageDraw()
002073c0	0020778f	976	main_pageTick	undefined main_pageTick()
00207790	002077d7	72	soundtoolStart	undefined soundtoolStart()
002077d8	00207a2b	596	makeIconSys	undefined makeIconSys()
00207a30	00207a5b	44	mcardIconClusters	undefined mcardIconClusters()
00207a60	00207a67	8	mcardMake	undefined mcardMake()
00207a68	00207ac7	96	mcardReset	undefined mcardReset()
00207ac8	00207acf	8	mcardEnd	undefined mcardEnd()
00207ad0	00208be7	4376	mcardTick	undefined mcardTick()
00208be8	00208c17	48	mcunformat	undefined mcunformat()
00208c18	00208c33	28	mcardCheckCards	undefined mcardCheckCards()
00208c38	00208c43	12	mcardSelectCard	undefined mcardSelectCard()
00208c48	00208c57	16	mcardFormat	undefined mcardFormat()
00208c58	00208c6f	24	mcardGetEntSpace	undefined mcardGetEntSpace()
00208c70	00208cfb	140	mcardMkdir	undefined mcardMkdir()
00208d00	00208d6b	108	mcardCheckDir	undefined mcardCheckDir()
00208d70	00208d9f	48	mcardFileExists	undefined mcardFileExists()
00208da0	00208e03	100	mcardFileRead	undefined mcardFileRead()
00208e08	00208e7b	116	mcardFileWrite	undefined mcardFileWrite()
00208e80	00208eaf	48	mcardFileDelete	undefined mcardFileDelete()
00208eb0	00208eb7	8	mcardGetResult	undefined mcardGetResult()
00208eb8	00208ebf	8	memcardFileSize	undefined memcardFileSize()
00208ec0	00208ee7	40	memcardFileAlloc	undefined memcardFileAlloc()
00208ee8	00208f2b	68	memcardFileMakeCRC	undefined memcardFileMakeCRC()
00208f30	00208f6b	60	memcardFileCheck	undefined memcardFileCheck()
00208f70	0020914b	476	hittestMoveCircleToPoint	undefined hittestMoveCircleToPoint()
00209150	0020949b	844	hittestMoveCircleToLine	undefined hittestMoveCircleToLine()
002094a0	002095b7	280	hittestMoveCircleToCircle	undefined hittestMoveCircleToCircle()
002095b8	0020963f	136	hittestBoxBox	undefined hittestBoxBox()
00209640	00209813	468	hittestLineBox	undefined hittestLineBox()
00209818	00209b07	752	hittestLineTri	undefined hittestLineTri()
00209b08	00209dc7	704	hittestLinePoly	undefined hittestLinePoly()
00209dc8	0020a07f	696	hittestLineCyl	undefined hittestLineCyl()
0020a080	0020a8d7	2136	HitTestLineCylinder	undefined HitTestLineCylinder()
0020a8d8	0020aa7b	420	HitTestLineSphere	undefined HitTestLineSphere()
0020aa80	0020aceb	620	HitTestLineBox	undefined HitTestLineBox()
0020acf0	0020adcb	220	HitTestDistancePointToLineSquared	undefined HitTestDistancePointToLineSquared()
0020add0	0020af1f	336	HitTestDistancePointToLineSegmentSquared	undefined HitTestDistancePointToLineSegmentSquared()
0020af20	0020b1a7	648	HitTestDistanceLineSegmentToPlane	undefined HitTestDistanceLineSegmentToPlane()
0020b1a8	0020c0fb	3924	HitTestDistanceLineSegmentToLineSegmentSquared	undefined HitTestDistanceLineSegmentToLineSegmentSquared()
0020c100	0020c323	548	viewTick	undefined viewTick()
0020c328	0020c373	76	windowMake	undefined windowMake()
0020c378	0020c40b	148	windowRestart	undefined windowRestart()
0020c410	0020c417	8	windowReset	undefined windowReset()
0020c418	0020c41f	8	windowEnd	undefined windowEnd()
0020c420	0020c513	244	windowSet	undefined windowSet()
0020c518	0020c5cf	184	windowSave	undefined windowSave()
0020c5d0	0020c7df	528	windowSwitch	undefined windowSwitch()
0020c7e0	0020c7e7	8	windowTick	undefined windowTick()
0020c7e8	0020c93b	340	windowGfx	undefined windowGfx()
0020c940	0020c9a7	104	toggledebug	undefined toggledebug()
0020c9a8	0020ca1f	120	focusnext	undefined focusnext()
0020ca20	0020ca8f	112	focusprev	undefined focusprev()
0020ca90	0020ca9f	16	istext	undefined istext()
0020caa0	0020cabf	32	gettextfromfunction	undefined gettextfromfunction()
0020cac0	0020cb4f	144	menuitemCalcSize	undefined menuitemCalcSize()
0020cb50	0020cc23	212	menuitemCalcPos	undefined menuitemCalcPos()
0020cc28	0020ccdb	180	menuitemInit	undefined menuitemInit()
0020cce0	0020cd9f	192	menuStart	undefined menuStart()
0020cda0	0020ce13	116	menuEnd	undefined menuEnd()
0020ce18	0020cefb	228	menuTick	undefined menuTick()
0020cf00	0020cff3	244	menuitemGfx	undefined menuitemGfx()
0020cff8	0020d3cf	984	menuGfx	undefined menuGfx()
0020d3d0	0020d413	68	menuDefMsgWaitFunc	undefined menuDefMsgWaitFunc()
0020d418	0020d443	44	menuStartMessage	undefined menuStartMessage()
0020d448	0020d453	12	menuEndMessage	undefined menuEndMessage()
0020d458	0020d523	204	menuTextBoxGfx	undefined menuTextBoxGfx()
0020d528	0020d52f	8	startmoveview	undefined startmoveview()
0020d530	0020d55b	44	getmoveview	undefined getmoveview()
0020d560	0020d567	8	startgameview	undefined startgameview()
0020d568	0020d58f	40	getgameview	undefined getgameview()
0020d590	0020d597	8	startthirdpersonview	undefined startthirdpersonview()
0020d598	0020d5c3	44	getthirdpersonview	undefined getthirdpersonview()
0020d5c8	0020d623	92	cyclepropview	undefined cyclepropview()
0020d628	0020d6df	184	getpropview	undefined getpropview()
0020d6e0	0020d6f3	20	toggledisplaypos	undefined toggledisplaypos()
0020d6f8	0020d713	28	getdisplaypos	undefined getdisplaypos()
0020d718	0020d74b	52	exitlevel	undefined exitlevel()
0020d750	0020d773	36	toggleinvincible	undefined toggleinvincible()
0020d778	0020d793	28	getinvincible	undefined getinvincible()
0020d798	0020d7ab	20	toggleinvisible	undefined toggleinvisible()
0020d7b0	0020d7cb	28	getinvisible	undefined getinvisible()
0020d7d0	0020d7e3	20	togglecollisions	undefined togglecollisions()
0020d7e8	0020d803	28	getcollisions	undefined getcollisions()
0020d808	0020d80f	8	notdone	undefined notdone()
0020d810	0020d823	20	toggledisplayspeed	undefined toggledisplayspeed()
0020d828	0020d83b	20	toggledisplayperfstats	undefined toggledisplayperfstats()
0020d840	0020d853	20	toggledisplayrooms	undefined toggledisplayrooms()
0020d858	0020d873	28	getdisplayspeed	undefined getdisplayspeed()
0020d878	0020d893	28	getdisplayperfstats	undefined getdisplayperfstats()
0020d898	0020d8b3	28	getdisplayrooms	undefined getdisplayrooms()
0020d8b8	0020d8cb	20	toggleviewportals	undefined toggleviewportals()
0020d8d0	0020d8eb	28	getviewportals	undefined getviewportals()
0020d8f0	0020d903	20	toggleviewportalrects	undefined toggleviewportalrects()
0020d908	0020d923	28	getviewportalrects	undefined getviewportalrects()
0020d928	0020d93b	20	toggleviewfloors	undefined toggleviewfloors()
0020d940	0020d95b	28	getviewfloors	undefined getviewfloors()
0020d960	0020d973	20	toggleviewwalls	undefined toggleviewwalls()
0020d978	0020d993	28	getviewwalls	undefined getviewwalls()
0020d998	0020d9ab	20	toggleviewvolumes	undefined toggleviewvolumes()
0020d9b0	0020d9cb	28	getviewvolumes	undefined getviewvolumes()
0020d9d0	0020d9e3	20	toggleviewguns	undefined toggleviewguns()
0020d9e8	0020da03	28	getviewguns	undefined getviewguns()
0020da08	0020da1b	20	toggleviewbg	undefined toggleviewbg()
0020da20	0020da3b	28	getviewbg	undefined getviewbg()
0020da40	0020da57	24	togglepadlinkedit	undefined togglepadlinkedit()
0020da58	0020da73	28	getpadlinkedit	undefined getpadlinkedit()
0020da78	0020da8f	24	togglepropedit	undefined togglepropedit()
0020da90	0020daab	28	getpropedit	undefined getpropedit()
0020dab0	0020dacb	28	getturtlecpu	undefined getturtlecpu()
0020dad0	0020daeb	28	getturtlegs	undefined getturtlegs()
0020daf0	0020db03	20	toggleturtlecpu	undefined toggleturtlecpu()
0020db08	0020db1b	20	toggleturtlegs	undefined toggleturtlegs()
0020db20	0020db27	8	debugmenuSetJoyMode	undefined debugmenuSetJoyMode()
0020db28	0020db2f	8	debugmenuGetJoyMode	undefined debugmenuGetJoyMode()
0020db30	0020db37	8	displayspeedGfx	undefined displayspeedGfx()
0020db38	0020db3f	8	displayperfstatsGfx	undefined displayperfstatsGfx()
0020db40	0020db47	8	displayposGfx	undefined displayposGfx()
0020db48	0020db5b	20	debugmenuStart	undefined debugmenuStart()
0020db60	0020db8f	48	debugmenuTick	undefined debugmenuTick()
0020db90	0020dbeb	92	debugmenuGfx	undefined debugmenuGfx()
0020dbf0	0020dc43	84	debugmenuEnd	undefined debugmenuEnd()
0020dc48	0020dd53	268	topmenuTick	undefined topmenuTick()
0020dd58	0020e18b	1076	topmenuGfx	undefined topmenuGfx()
0020e190	0020e1e7	88	inPage	undefined inPage()
0020e1e8	0020e23f	88	outPage	undefined outPage()
0020e240	0020e59b	860	ingame_menutick	undefined ingame_menutick()
0020e5a0	0020ec0f	1648	drawRankingsTable	undefined drawRankingsTable()
0020ec10	0020ecdb	204	controlOnChange	undefined controlOnChange()
0020ece0	0020eeef	528	customcontrols_makemenu	undefined customcontrols_makemenu()
0020eef0	0020f26b	892	setupcontrols_pageGfx	undefined setupcontrols_pageGfx()
0020f270	0020f497	552	setupcontrols_pageTick	undefined setupcontrols_pageTick()
0020f498	0020f4c3	44	aimmode_onchange	undefined aimmode_onchange()
0020f4c8	0020f4f3	44	crouchmode_onchange	undefined crouchmode_onchange()
0020f4f8	0020f523	44	lookahead_onchange	undefined lookahead_onchange()
0020f528	0020f553	44	invlook_onchange	undefined invlook_onchange()
0020f558	0020f56f	24	config_onchange	undefined config_onchange()
0020f570	0020f5d3	100	setup_vars	undefined setup_vars()
0020f5d8	0020f5df	8	setup_pageGfx	undefined setup_pageGfx()
0020f5e0	0020f7ef	528	setup_pageTick	undefined setup_pageTick()
0020f7f0	0020f81b	44	autoaim_onchange	undefined autoaim_onchange()
0020f820	0020f833	20	wpchange_onchange	undefined wpchange_onchange()
0020f838	0020f86b	52	vibration_onchange	undefined vibration_onchange()
0020f870	0020f8d3	100	vibmode_onchange	undefined vibmode_onchange()
0020f8d8	0020f983	172	prefs_vars	undefined prefs_vars()
0020f988	0020f98f	8	prefs_pageGfx	undefined prefs_pageGfx()
0020f990	0020fa6f	224	prefs_pageTick	undefined prefs_pageTick()
0020fa70	0020fb77	264	confirmendgame_pageTick	undefined confirmendgame_pageTick()
0020fb78	0020fc9f	296	endgame_pageTick	undefined endgame_pageTick()
0020fca0	002103eb	1868	drawStats	undefined drawStats()
002103f0	0021076b	892	drawAwards	undefined drawAwards()
00210770	002108b3	324	drawRetryQuit	undefined drawRetryQuit()
002108b8	0021090f	88	tickRetryQuit	undefined tickRetryQuit()
00210910	00210fbb	1708	challenge_pageGfx	undefined challenge_pageGfx()
00210fc0	00210fc7	8	challenge_pageTick	undefined challenge_pageTick()
00210fc8	00211017	80	mainsetup_pageTick	undefined mainsetup_pageTick()
00211018	002110bb	164	drawPause	undefined drawPause()
002110c0	002110c7	8	pause_pageGfx	undefined pause_pageGfx()
002110c8	002110cf	8	pause_pageTick	undefined pause_pageTick()
002110d0	002114d3	1028	drawStoryCompleted	undefined drawStoryCompleted()
002114d8	0021162b	340	StoryGetBriefing	undefined StoryGetBriefing()
00211630	0021198f	864	drawStoryNotCompleted	undefined drawStoryNotCompleted()
00211990	002119c7	56	story_pageGfx	undefined story_pageGfx()
002119c8	00211aa3	220	story_pageTick	undefined story_pageTick()
00211aa8	00211ce3	572	drawEscortCompleted	undefined drawEscortCompleted()
00211ce8	00211cef	8	drawEscortNotCompleted	undefined drawEscortNotCompleted()
00211cf0	0021200f	800	drawLastStand	undefined drawLastStand()
00212010	00212073	100	scores_pageGfx	undefined scores_pageGfx()
00212078	002120b3	60	scores_pageTick	undefined scores_pageTick()
002120b8	002122bb	516	main_pageGfx	undefined main_pageGfx()
002122c0	0021249f	480	main_pageTick	undefined main_pageTick()
002124a0	002124a7	8	ingamemenuPreload	undefined ingamemenuPreload()
002124a8	0021251b	116	ingamemenuRestart	undefined ingamemenuRestart()
00212520	00212537	24	ingamemenuReset	undefined ingamemenuReset()
00212538	0021288f	856	ingamemenuRoot	undefined ingamemenuRoot()
00212890	0021292b	156	setRootPages	undefined setRootPages()
00212930	002129df	176	ingamemenuStart	undefined ingamemenuStart()
002129e0	00212a8f	176	ingamemenuPause	undefined ingamemenuPause()
00212a90	00212ae3	84	ingamemenuClear	undefined ingamemenuClear()
00212ae8	00212b97	176	ingamemenuExit	undefined ingamemenuExit()
00212b98	00212ceb	340	ingamemenuCheckUnpause	undefined ingamemenuCheckUnpause()
00212cf0	00212cf7	8	ingamemenuEnd	undefined ingamemenuEnd()
00212cf8	00212e07	272	animUpdate	undefined animUpdate()
00212e08	002143af	5544	calMatrices	undefined calMatrices()
002143b0	002147df	1072	calPropMatrices	undefined calPropMatrices()
002147e0	00214973	404	loadAnimation	undefined loadAnimation()
00214978	00214993	28	setAnimProp	undefined setAnimProp()
00214998	002149af	24	getAnimation	undefined getAnimation()
002149b0	00214a83	212	calGlobalMatrices	undefined calGlobalMatrices()
00214a88	00214b53	204	calDoubleFillets	undefined calDoubleFillets()
00214b58	00214c4b	244	calDoubleFilletTrans	undefined calDoubleFilletTrans()
00214c50	00214d63	272	getKeyFrames	undefined getKeyFrames()
00214d68	0021527b	1300	setAnim	undefined setAnim()
00215280	0021541f	416	extractAnimData	undefined extractAnimData()
00215420	0021558b	364	extractAnimRoot	undefined extractAnimRoot()
00215590	002156ff	368	extractAnimRootData	undefined extractAnimRootData()
00215700	00215713	20	anim_LoadMatrix	undefined anim_LoadMatrix()
00215718	0021571f	8	anim_SetMatrixArray	undefined anim_SetMatrixArray()
00215720	002157e7	200	anim_SetModelview	undefined anim_SetModelview()
002157e8	002157fb	20	anim_PopModelview	undefined anim_PopModelview()
00215800	0021581f	32	anim_GetModelview	undefined anim_GetModelview()
00215820	002158b3	148	curAnim	undefined curAnim()
002158b8	00215a0f	344	curAnimBases	undefined curAnimBases()
00215a10	00215a83	116	curAnimSlot1	undefined curAnimSlot1()
00215a88	00215afb	116	curAnimSlot2	undefined curAnimSlot2()
00215b00	00215b1b	28	curAnimComplete	undefined curAnimComplete()
00215b20	00215b3f	32	curAnimSpeed	undefined curAnimSpeed()
00215b40	00215b4b	12	animHitReact	undefined animHitReact()
00215b50	00215cb3	356	animHitReactUpdate	undefined animHitReactUpdate()
00215cb8	00215d2f	120	loadSkeleton	undefined loadSkeleton()
00215d30	00215d37	8	animRestart	undefined animRestart()
00215d38	0021683f	2824	animReset	undefined animReset()
00216840	00219c03	13252	animMake	undefined animMake()
00219c08	00219cc7	192	animTest	undefined animTest()
00219cc8	00219f0b	580	fileLoadCD	undefined fileLoadCD()
00219f10	0021a14b	572	packfileLoad	undefined packfileLoad()
0021a150	0021a283	308	packfileSeek	undefined packfileSeek()
0021a288	0021a2eb	100	fileGetMem	undefined fileGetMem()
0021a2f0	0021a2f7	8	pause	int pause(void)
0021a2f8	0021a333	60	fileGetSector	undefined fileGetSector()
0021a338	0021a3f3	188	fileSize	undefined fileSize()
0021a3f8	0021a487	144	fileLoad	undefined fileLoad()
0021a488	0021a597	272	fileLoadTo	undefined fileLoadTo()
0021a598	0021a5f7	96	fileSave	undefined fileSave()
0021a5f8	0021a683	140	fileCopy	undefined fileCopy()
0021a688	0021a6eb	100	packfileMake	undefined packfileMake()
0021a6f0	0021a6f7	8	packfileRestart	undefined packfileRestart()
0021a6f8	0021a723	44	packfileReset	undefined packfileReset()
0021a728	0021a74b	36	packfileEnd	undefined packfileEnd()
0021a750	0021a79b	76	AllocMem	undefined AllocMem()
0021a7a0	0021a7ab	12	AllocReset	undefined AllocReset()
0021a7b0	0021ad93	1504	huft_build	undefined huft_build()
0021ad98	0021b2df	1348	inflate_codes	undefined inflate_codes()
0021b2e0	0021b4db	508	inflate_stored	undefined inflate_stored()
0021b4e0	0021b65b	380	inflate_fixed	undefined inflate_fixed()
0021b660	0021bd33	1748	inflate_dynamic	undefined inflate_dynamic()
0021bd38	0021be87	336	inflate_block	undefined inflate_block()
0021be88	0021becb	68	FlushOut	undefined FlushOut()
0021bed0	0021c12f	608	GetHeader	undefined GetHeader()
0021c130	0021c1af	128	Inflate	undefined Inflate()
0021c1b0	0021c1f7	72	fileInflate	undefined fileInflate()
0021c1f8	0021c23b	68	preloadReset	undefined preloadReset()
0021c240	0021c2d3	148	preloadInsert	undefined preloadInsert()
0021c2d8	0021c34f	120	preloadAddFile	undefined preloadAddFile()
0021c350	0021c3e7	152	preloadAddOb	undefined preloadAddOb()
0021c3e8	0021c47f	152	preloadAddTexName	undefined preloadAddTexName()
0021c480	0021c4ff	128	preloadAddTexNum	undefined preloadAddTexNum()
0021c500	0021c593	148	preloadGetFile	undefined preloadGetFile()
0021c598	0021c62f	152	preloadGetOb	undefined preloadGetOb()
0021c630	0021c6c7	152	preloadGetTexName	undefined preloadGetTexName()
0021c6c8	0021c723	92	preloadGetTexNum	undefined preloadGetTexNum()
0021c728	0021c83f	280	preloadExec	undefined preloadExec()
0021c840	0021c8cf	144	preloadPass2Insert	undefined preloadPass2Insert()
0021c8d0	0021c903	52	preloadPass2AddTexNum	undefined preloadPass2AddTexNum()
0021c908	0021c947	64	preloadPass2Exec	undefined preloadPass2Exec()
0021c948	0021ca0b	196	gameGetTeamName	undefined gameGetTeamName()
0021ca10	0021caab	156	gameFormatBagTagTime	undefined gameFormatBagTagTime()
0021cab0	0021cc2b	380	gameFormatTime	undefined gameFormatTime()
0021cc30	0021ccc3	148	gameModeDisplayRank	undefined gameModeDisplayRank()
0021ccc8	0021cccf	8	UnlockCombo	undefined UnlockCombo()
0021ccd0	0021ccd7	8	UnlockCombo2	undefined UnlockCombo2()
0021ccd8	0021d093	956	gameStatusUpdated	undefined gameStatusUpdated()
0021d098	0021d31f	648	gameEndLevelSound	undefined gameEndLevelSound()
0021d320	0021d333	20	gameLevelRestart	undefined gameLevelRestart()
0021d338	0021d347	16	gameLevelQuit	undefined gameLevelQuit()
0021d348	0021d3cf	136	gameLevelCompleted	undefined gameLevelCompleted()
0021d3d0	0021d463	148	gmStoryTick	undefined gmStoryTick()
0021d468	0021d783	796	gmDeathmatchTick	undefined gmDeathmatchTick()
0021d788	0021d937	432	gmBagTagTick	undefined gmBagTagTick()
0021d938	0021d9b7	128	gmCtfTick	undefined gmCtfTick()
0021d9b8	0021daab	244	knockoutSetup	undefined knockoutSetup()
0021dab0	0021dd73	708	gmKnockOutTick	undefined gmKnockOutTick()
0021dd78	0021de23	168	gmEscortSetup	undefined gmEscortSetup()
0021de28	0021de67	64	gmEscorteeReachedDest	undefined gmEscorteeReachedDest()
